Id,Title,Keywords,Field_Auto,Cluster,Link
561,Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,"['scans exhibited increased', 'bone mineral density', 'l4 vertebral bodies', 'non human primates', 'radiation therapy sbrt', 'older 50 mo', 'related mortality', 'purpose', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/
562,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,"['radiat res 191', 'decrease cartilage compositional', 'days postirradiation', 'suspended hindlimb unloading', 'hlu gy hlu', 'c57bl 6j mice', 'collins munley willey', '497 506']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/
563,The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,"['exposure microgravity hazards', 'face challenges', 'cns cardiovascular stem', 'development focus review', 'based tail suspension', 'cell culture studies', 'keywords hind limb', 'functional outcomes', 'stem cells', 'orbit leo date']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/
564,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,"['phenotype cartilage menisci', 'exercise reduced weight', 'represent unique opportunities', 'oxidative stress', 'glycosaminoglycan content', 'aboard space shuttle', 'recovery subject terms', 'contact', 'iss 13']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/
565,Œ±Klotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,"['plasma αklotho reduced', 'hindlimb unloading hu', 'spaceflight aboard iss', 'phosphorus homeostasis', 'exercise spaceflight', 'bone kidney potential', 'facilitates calcium', 'potential systemic biomarker', 'hu subject terms', 'kidney health']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/
566,Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,"['inhibits homologous recombination', 'rad51c brca2 rad51', 'double strand breaks', 'carcinogen human health', 'keywords nuclear import', 'particulate hexavalent chromium', 'previously reported cr', 'chromium cr vi']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/
567,"Transcriptomics, NF-Œ∫B Pathway, and Their Potential Spaceflight-Related Health Consequences.","['spaceflight related health', 'conditions nf κb', 'based simulated microgravity', 'transcriptomics studies identified', 'impacts human health', 'animal models', 'bone loss muscle', 'space living organisms', 'κb pathway', 'studies focused specifically']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/
568,Interplay of space radiation and microgravity in DNA damage and DNA damage response.,"['potential synergies microgravity', 'spaceflight related impacts', 'dna damage induction', 'cause damage dna', 'production free radicals', 'interaction charged particles', 'performed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/
569,"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells","['immune effect microgravity', 'regulating immune', 'isoproterenol sympathomimetic drug', 'adrb2 expression cells', 'tissue regeneration', 'peripheral blood mononuclear', 'stem cells', 'cancer research', 'patients']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/
570,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,"['use transcriptomic proteomic', 'soluble proteins 120', 'rnalater concentrated solution', 'lc ms ms', 'proteins differentially expressed', 'proteins arabidopsis thaliana', 'abundance log fold', 'findings warrant caution', 'tissue preservation', 'plant material']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/
571,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,"['etiolated arabidopsis thaliana', 'gravitropism transcriptomics proteomics', 'enhance cytoskeletal organization', 'factors grp7', 'identified differentially expressed', 'lc ms ms', 'microgravity keywords', 'analyzed']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/
572,Mitigation and use of biofilms in space for the benefit of human space exploration,"['astronaut microbiome studies', 'life support systems', 'effect microbes microbial', 'microbes bioregenerative life', 'help explore deeper', 'develop sustainable human', 'missions moon mars', 'space era space', 'fungi', 'design paramount']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/
573,Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,"['closure microbial biotechnologies', 'sustainability translatable earth', 'establish viable space', 'space waste preservation', 'sustainable development goals', 'finding sustainable approaches', 'united nations', 'goals subject terms', 'ethical considerations', 'earth orbit']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/
574,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,"['functional microbiome', 'multispecies communities', 'impact astronaut health', 'environments space earth', 'microbial isolates collected', 'phenotypic characterization iss', 'behaviors suggesting', 'potable water years', 'health life support']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/
575,Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,"['microgravity experiments', 'monitor astronauts health', 'expressed genes', 'publicly available microarray', 'biology diagnostic assay', 'finally began taking', 'century humankind', 'geod 74708', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/
576,"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane","['paucimobilis genome sequencing', 'draft genome wgs', 'sphingomonadaceae common membrane', 'water sphingomonas', 'sequence sphingomonas strain', 'strain sph5 isolated', 'membrane colonizers', 'keywords draft genome', 'species report', 'report draft']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/
577,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/
578,Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,"['increase lymphatic endothelial', 'doxycycline treated animals', 'following burn injury', 'findings suggest factors', 'immune cells respond', 'cell populations morphometry', 'perilymphatic space test', 'breaks ve', 'toxic agents', 'animals']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/
579,CubeSats for microbiology and astrobiology research,"['future space platforms', 'topics astrobiology astrochemistry', 'exoplanets potential biosignatures', 'environmental sciences microbiology', 'experimental parameters exposure', 'identify knowledge gaps', 'welcome', 'community white paper', '2021 esa scispace', 'scientifically important']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/
580,In situ resource utilisation: The potential for space biomining,"['conditions biomining bioremediation', 'life support systems', 'rocks using microbial', 'extraterrestrial conditions', 'regenerative life', 'regolith rocks', 'expand knowledge', 'mineral nutrients', 'research specific methods']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/
581,The smallest space miners: Principles of space biomining,"['conditions biomining bioremediation', 'life support systems', 'rocks using microbial', 'extraterrestrial conditions', 'regenerative life', 'regolith rocks', 'expand knowledge', 'mineral nutrients', 'research specific methods']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/
582,"Simulated micro-, lunar, and Martian gravities on Earth‚Äîeffects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.","['studied microgravity conditions', 'inhibitory concentration mic', 'using inclined clinostats', 'bacterial behavior', 'strains including uropathogenic', 'bacterial liquid cultures', 'tract infection uti', 'implemented using', 'surfaces keywords']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/
583,Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,"['biofilms behavior microgravity', 'spaceflight hardware components', 'ss316 passivated ss316', 'use transcriptomic profiles', 'pseudomonas aeruginosa', 'stainless steel 316', 'impregnated surface', 'subject terms microbiology', 'material']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/
584,Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,"['photobioreactors tested using', 'tissue culture bags', 'algae chemical food', 'generate useful organic', 'life support spaceflight', 'population genetics chlamydomonas', 'avoid handling liquids', 'signal transduction', 'light conditions', 'genes related']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/
585,Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,"['plant microbiome unique', 'green leaf lettuce', '16s rrna amplicon', 'culture based methods', 'deep space missions', 'benefits crew', '03d revealed higher', 'work provides', 'sativa cv', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/
586,Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,"['arabidopsis seeds showed', 'seeds model plant', 'charged particles simulated', 'plant arabidopsis thaliana', 'supplements psychological benefits', 'spes 200 cgy', 'keywords space radiation', 'rapa var japonica', 'brookhaven national lab']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/
587,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/
588,Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,"['investigate bioremediation potential', 'species including extremophiles', 'polychlorinated biphenyls petrochemicals', 'biotechnological resource novel', 'sediment core samples', 'secondary metabolites', 'gowanus canal contaminated', 'keywords epa superfund', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/
